original_id,companyId,name,name_en,trading_name,slug,abn,website,phone,email,logo,description,shortDescription,fullDescription,industry_1,industry_2,industry_3,industry,state,foundedYear,teamSize,size,languages,verified,createdAt,updatedAt
COMP_01185,COMP_01184,,Energy Fields Aust. Pty Ltd,,energy-fields-aust-pty-ltd,89103489863,,,,,Energy Fields Aust. Pty Ltd is a registered business in Australia with ABN: 89103489863.,Energy Fields Aust. Pty Ltd is a registered business in Australia.,,,,,,,2003,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01186,COMP_01185,,Energy Footprint Pty Ltd,,energy-footprint-pty-ltd,21154486316,,,,,Energy Footprint Pty Ltd is a registered business in Australia with ABN: 21154486316.,Energy Footprint Pty Ltd is a registered business in Australia.,,,,,,,2011,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01187,COMP_01186,,Energy Freighters Pty Ltd,,energy-freighters-pty-ltd,12150250758,,,,,Energy Freighters Pty Ltd is a registered business in Australia with ABN: 12150250758.,Energy Freighters Pty Ltd is a registered business in Australia.,,,,,,,2011,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01188,COMP_01187,,Energy Insights Pty Ltd,,energy-insights-pty-ltd,44109414379,,,,,Energy Insights Pty Ltd is a registered business in Australia with ABN: 44109414379.,Energy Insights Pty Ltd is a registered business in Australia.,,,,,,,2004,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01189,COMP_01188,,ENERGY HUMAN RESOURCES PTY LTD,,energy-human-resources-pty-ltd,37129091630,,,,,ENERGY HUMAN RESOURCES PTY LTD is a registered business in Australia with ABN: 37129091630.,ENERGY HUMAN RESOURCES PTY LTD is a registered business in Australia.,,,,,,,2008,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01190,COMP_01189,,Energy Legal Pty Ltd,,energy-legal-pty-ltd,20128878615,,,,,Energy Legal Pty Ltd is a registered business in Australia with ABN: 20128878615.,Energy Legal Pty Ltd is a registered business in Australia.,,,,,,,2007,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01191,COMP_01190,,Energy Makers Pty Ltd,,energy-makers-pty-ltd,67158242098,,,,,Energy Makers Pty Ltd is a registered business in Australia with ABN: 67158242098.,Energy Makers Pty Ltd is a registered business in Australia.,,,,,,,2012,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01192,COMP_01191,,Energy Networks Association Limited,,energy-networks-association-limited,75106735406,,,,,Energy Networks Association Limited is a registered business in Australia with ABN: 75106735406.,Energy Networks Association Limited is a registered business in Australia.,,,,,,,2003,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01193,COMP_01192,,ENERGY ACTION LIMITED,,energy-action-limited,90137363636,,,,,ENERGY ACTION LIMITED is a registered business in Australia with ABN: 90137363636.,ENERGY ACTION LIMITED is a registered business in Australia.,,,,,,,2009,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01194,COMP_01193,,ENERGY METALS LTD,,energy-metals-ltd,63111306533,,,,,ENERGY METALS LTD is a registered business in Australia with ABN: 63111306533.,ENERGY METALS LTD is a registered business in Australia.,,,,,,,2004,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01195,COMP_01194,,ENERGY ONE LIMITED,,energy-one-limited,37076583018,,,,,ENERGY ONE LIMITED is a registered business in Australia with ABN: 37076583018.,ENERGY ONE LIMITED is a registered business in Australia.,,,,,,,2000,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01196,COMP_01195,,ENERGY QUEENSLAND LIMITED,,energy-queensland-limited,96612535583,,,,,ENERGY QUEENSLAND LIMITED is a registered business in Australia with ABN: 96612535583.,ENERGY QUEENSLAND LIMITED is a registered business in Australia.,,,,,,,2016,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01197,COMP_01196,,ENERGY RESOURCES LIMITED,,energy-resources-limited,63009475423,,,,,ENERGY RESOURCES LIMITED is a registered business in Australia with ABN: 63009475423.,ENERGY RESOURCES LIMITED is a registered business in Australia.,,,,,,,2000,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01198,COMP_01197,,ENERGY SKILLS LTD,,energy-skills-ltd,19551585399,,,,,ENERGY SKILLS LTD is a registered business in Australia with ABN: 19551585399.,ENERGY SKILLS LTD is a registered business in Australia.,,,,,,,1999,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01199,COMP_01198,,ENERGY TECHNOLOGIES LIMITED,,energy-technologies-limited,38002679469,,,,,ENERGY TECHNOLOGIES LIMITED is a registered business in Australia with ABN: 38002679469.,ENERGY TECHNOLOGIES LIMITED is a registered business in Australia.,,,,,,,2000,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01200,COMP_01199,,Armstrong Energy Services Pty Ltd,,armstrong-energy-services-pty-ltd,18124691694,,,,,Armstrong Energy Services Pty Ltd is a registered business in Australia with ABN: 18124691694.,Armstrong Energy Services Pty Ltd is a registered business in Australia.,,,,,,,2007,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01201,COMP_01200,,TOLL ENERGY AND MARINE LOGISTICS PTY LTD,,toll-energy-and-marine-logistics-pty-ltd,53009129060,,,,,TOLL ENERGY AND MARINE LOGISTICS PTY LTD is a registered business in Australia with ABN: 53009129060.,TOLL ENERGY AND MARINE LOGISTICS PTY LTD is a registered business in Australia.,,,,,,,2000,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01202,COMP_01201,,AUSTRA ENERGY GROUP PTY LTD,,austra-energy-group-pty-ltd,11164162083,,,,,AUSTRA ENERGY GROUP PTY LTD is a registered business in Australia with ABN: 11164162083.,AUSTRA ENERGY GROUP PTY LTD is a registered business in Australia.,,,,,,,2013,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01203,COMP_01202,,ENXO ENERGY PTY LTD,,enxo-energy-pty-ltd,82150801862,,,,,ENXO ENERGY PTY LTD is a registered business in Australia with ABN: 82150801862.,ENXO ENERGY PTY LTD is a registered business in Australia.,,,,,,,2011,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01204,COMP_01203,,Ferguson Energy Consulting Services Pty Ltd,,ferguson-energy-consulting-services-pty-ltd,29127790809,,,,,Ferguson Energy Consulting Services Pty Ltd is a registered business in Australia with ABN: 29127790809.,Ferguson Energy Consulting Services Pty Ltd is a registered business in Australia.,,,,,,,2007,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01205,COMP_01204,,ALL ENERGY LEADS PTY LTD,,all-energy-leads-pty-ltd,41632317545,,,,,ALL ENERGY LEADS PTY LTD is a registered business in Australia with ABN: 41632317545.,ALL ENERGY LEADS PTY LTD is a registered business in Australia.,,,,,,,2019,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01206,COMP_01205,,RIMFIRE ENERGY PTY LTD,,rimfire-energy-pty-ltd,81160378941,,,,,RIMFIRE ENERGY PTY LTD is a registered business in Australia with ABN: 81160378941.,RIMFIRE ENERGY PTY LTD is a registered business in Australia.,,,,,,,2012,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01207,COMP_01206,,ORIGIN ENERGY RETAIL LIMITED,,origin-energy-retail-limited,22078868425,,,,,ORIGIN ENERGY RETAIL LIMITED is a registered business in Australia with ABN: 22078868425.,ORIGIN ENERGY RETAIL LIMITED is a registered business in Australia.,,,,,,,1999,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01208,COMP_01207,,BLUE ENERGY LIMITED,,blue-energy-limited,14054800378,,,,,BLUE ENERGY LIMITED is a registered business in Australia with ABN: 14054800378.,BLUE ENERGY LIMITED is a registered business in Australia.,,,,,,,2000,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01209,COMP_01208,,FIANCE PTY LTD,,fiance-pty-ltd,46654113863,,,,,FIANCE PTY LTD is a registered business in Australia with ABN: 46654113863.,FIANCE PTY LTD is a registered business in Australia.,,,,,,,2021,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01210,COMP_01209,,FIANCEE PTY. LTD.,,fiancee-pty-ltd,55010459515,,,,,FIANCEE PTY. LTD. is a registered business in Australia with ABN: 55010459515.,FIANCEE PTY. LTD. is a registered business in Australia.,,,,,,,2000,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01211,COMP_01210,,MARKETS AND COMMUNITY PTY. LTD.,,markets-and-community-pty-ltd,67159523529,,,,,MARKETS AND COMMUNITY PTY. LTD. is a registered business in Australia with ABN: 67159523529.,MARKETS AND COMMUNITY PTY. LTD. is a registered business in Australia.,,,,,,,2012,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01212,COMP_01211,,MARKETS AND FAIRS PTY LIMITED,,markets-and-fairs-pty-limited,87602017676,,,,,MARKETS AND FAIRS PTY LIMITED is a registered business in Australia with ABN: 87602017676.,MARKETS AND FAIRS PTY LIMITED is a registered business in Australia.,,,,,,,2014,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01213,COMP_01212,,MARKETS AUSTRALIA PTY. LTD.,,markets-australia-pty-ltd,16007624740,,,,,MARKETS AUSTRALIA PTY. LTD. is a registered business in Australia with ABN: 16007624740.,MARKETS AUSTRALIA PTY. LTD. is a registered business in Australia.,,,,,,,2000,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01214,COMP_01213,,MARKETS NOMINEES PTY LTD,,markets-nominees-pty-ltd,68115665257,,,,,MARKETS NOMINEES PTY LTD is a registered business in Australia with ABN: 68115665257.,MARKETS NOMINEES PTY LTD is a registered business in Australia.,,,,,,,2006,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01215,COMP_01214,,MARKETS-ALERT PTY LIMITED,,markets-alert-pty-limited,11104538409,,,,,MARKETS-ALERT PTY LIMITED is a registered business in Australia with ABN: 11104538409.,MARKETS-ALERT PTY LIMITED is a registered business in Australia.,,,,,,,2003,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01216,COMP_01215,,MARKETS DOWN UNDER PTY LTD,,markets-down-under-pty-ltd,46113920791,,,,,MARKETS DOWN UNDER PTY LTD is a registered business in Australia with ABN: 46113920791.,MARKETS DOWN UNDER PTY LTD is a registered business in Australia.,,,,,,,2014,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01217,COMP_01216,,MARKETS DOWN UNDER #2 PTY LTD,,markets-down-under-2-pty-ltd,81683708634,,,,,MARKETS DOWN UNDER #2 PTY LTD is a registered business in Australia with ABN: 81683708634.,MARKETS DOWN UNDER #2 PTY LTD is a registered business in Australia.,,,,,,,2025,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01218,COMP_01217,,MARKETSPHERE TECHNOLOGIES PTY LTD,,marketsphere-technologies-pty-ltd,33681795657,,,,,MARKETSPHERE TECHNOLOGIES PTY LTD is a registered business in Australia with ABN: 33681795657.,MARKETSPHERE TECHNOLOGIES PTY LTD is a registered business in Australia.,,,,,,,2024,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01219,COMP_01218,,FREMANTLE MARKETS PTY LTD,,fremantle-markets-pty-ltd,81071495648,,,,,FREMANTLE MARKETS PTY LTD is a registered business in Australia with ABN: 81071495648.,FREMANTLE MARKETS PTY LTD is a registered business in Australia.,,,,,,,1999,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01220,COMP_01219,,THE MARKETS & EVENTS COMPANY PTY LTD,,the-markets-events-company-pty-ltd,99678778768,,,,,THE MARKETS & EVENTS COMPANY PTY LTD is a registered business in Australia with ABN: 99678778768.,THE MARKETS & EVENTS COMPANY PTY LTD is a registered business in Australia.,,,,,,,2024,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01221,COMP_01220,,THE MARKETS ACADEMY PTY LTD,,the-markets-academy-pty-ltd,12160940723,,,,,THE MARKETS ACADEMY PTY LTD is a registered business in Australia with ABN: 12160940723.,THE MARKETS ACADEMY PTY LTD is a registered business in Australia.,,,,,,,2012,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01222,COMP_01221,,180 MARKETS PTY LTD,,180-markets-pty-ltd,18638381129,,,,,180 MARKETS PTY LTD is a registered business in Australia with ABN: 18638381129.,180 MARKETS PTY LTD is a registered business in Australia.,,,,,,,2020,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01223,COMP_01222,,ADVISER MARKETS PTY LTD,,adviser-markets-pty-ltd,89676978402,,,,,ADVISER MARKETS PTY LTD is a registered business in Australia with ABN: 89676978402.,ADVISER MARKETS PTY LTD is a registered business in Australia.,,,,,,,2024,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01224,COMP_01223,,CAPITAL MARKETS PROPRIETARY LIMITED,,capital-markets-proprietary-limited,91091227655,,,,,CAPITAL MARKETS PROPRIETARY LIMITED is a registered business in Australia with ABN: 91091227655.,CAPITAL MARKETS PROPRIETARY LIMITED is a registered business in Australia.,,,,,,,2000,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01225,COMP_01224,,FARM MARKETS PTY. LTD.,,farm-markets-pty-ltd,85115150519,,,,,FARM MARKETS PTY. LTD. is a registered business in Australia with ABN: 85115150519.,FARM MARKETS PTY. LTD. is a registered business in Australia.,,,,,,,2006,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01226,COMP_01225,,H2OX MARKETS PTY LTD,,h2ox-markets-pty-ltd,96604482126,,,,,H2OX MARKETS PTY LTD is a registered business in Australia with ABN: 96604482126.,H2OX MARKETS PTY LTD is a registered business in Australia.,,,,,,,2015,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01227,COMP_01226,,INTERNATIONAL MARKETS PTY LTD.,,international-markets-pty-ltd,84649719433,,,,,INTERNATIONAL MARKETS PTY LTD. is a registered business in Australia with ABN: 84649719433.,INTERNATIONAL MARKETS PTY LTD. is a registered business in Australia.,,,,,,,2021,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01228,COMP_01227,,R MARKETS PTY LTD,,r-markets-pty-ltd,14644582034,,,,,R MARKETS PTY LTD is a registered business in Australia with ABN: 14644582034.,R MARKETS PTY LTD is a registered business in Australia.,,,,,,,2021,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01229,COMP_01228,,WEST END MARKETS PTY LTD,,west-end-markets-pty-ltd,78677815066,,,,,WEST END MARKETS PTY LTD is a registered business in Australia with ABN: 78677815066.,WEST END MARKETS PTY LTD is a registered business in Australia.,,,,,,,2024,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01230,COMP_01229,,W MARKETS PROPRIETARY LIMITED,,w-markets-proprietary-limited,50639882278,,,,,W MARKETS PROPRIETARY LIMITED is a registered business in Australia with ABN: 50639882278.,W MARKETS PROPRIETARY LIMITED is a registered business in Australia.,,,,,,,2020,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01231,COMP_01230,,X MARKETS PTY LTD,,x-markets-pty-ltd,81683493110,,,,,X MARKETS PTY LTD is a registered business in Australia with ABN: 81683493110.,X MARKETS PTY LTD is a registered business in Australia.,,,,,,,2025,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01232,COMP_01231,,CAPITAL MARKETS 1 PTY LTD,,capital-markets-1-pty-ltd,23168732616,,,,,CAPITAL MARKETS 1 PTY LTD is a registered business in Australia with ABN: 23168732616.,CAPITAL MARKETS 1 PTY LTD is a registered business in Australia.,,,,,,,2017,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01233,COMP_01232,,CAPITAL MARKETS COMMUNICATIONS PTY LTD,,capital-markets-communications-pty-ltd,85615104848,,,,,CAPITAL MARKETS COMMUNICATIONS PTY LTD is a registered business in Australia with ABN: 85615104848.,CAPITAL MARKETS COMMUNICATIONS PTY LTD is a registered business in Australia.,,,,,,,2016,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01234,COMP_01233,,CAPITAL MARKETS INVESTMENTS PTY LTD,,capital-markets-investments-pty-ltd,42667612080,,,,,CAPITAL MARKETS INVESTMENTS PTY LTD is a registered business in Australia with ABN: 42667612080.,CAPITAL MARKETS INVESTMENTS PTY LTD is a registered business in Australia.,,,,,,,2023,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01235,COMP_01234,,CAPITAL MARKETS IQ PTY LTD,,capital-markets-iq-pty-ltd,13636220383,,,,,CAPITAL MARKETS IQ PTY LTD is a registered business in Australia with ABN: 13636220383.,CAPITAL MARKETS IQ PTY LTD is a registered business in Australia.,,,,,,,2019,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01236,COMP_01235,,CAPITAL MARKETS TECHNOLOGIES PTY LTD,,capital-markets-technologies-pty-ltd,12106026751,,,,,CAPITAL MARKETS TECHNOLOGIES PTY LTD is a registered business in Australia with ABN: 12106026751.,CAPITAL MARKETS TECHNOLOGIES PTY LTD is a registered business in Australia.,,,,,,,2003,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01237,COMP_01236,,DEVELOPING MARKETS ASSOCIATES PTY. LTD.,,developing-markets-associates-pty-ltd,59136401520,,,,,DEVELOPING MARKETS ASSOCIATES PTY. LTD. is a registered business in Australia with ABN: 59136401520.,DEVELOPING MARKETS ASSOCIATES PTY. LTD. is a registered business in Australia.,,,,,,,2009,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01238,COMP_01237,,E-MARKETS CONSULTING PTY LTD,,e-markets-consulting-pty-ltd,27633648398,,,,,E-MARKETS CONSULTING PTY LTD is a registered business in Australia with ABN: 27633648398.,E-MARKETS CONSULTING PTY LTD is a registered business in Australia.,,,,,,,2019,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01239,COMP_01238,,FINANCIAL MARKETS (AUSTRALIA) PTY LTD,,financial-markets-australia-pty-ltd,44115380839,,,,,FINANCIAL MARKETS (AUSTRALIA) PTY LTD is a registered business in Australia with ABN: 44115380839.,FINANCIAL MARKETS (AUSTRALIA) PTY LTD is a registered business in Australia.,,,,,,,2005,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01240,COMP_01239,,FINANCIAL MARKETS ACADEMY PTY LTD,,financial-markets-academy-pty-ltd,32678366491,,,,,FINANCIAL MARKETS ACADEMY PTY LTD is a registered business in Australia with ABN: 32678366491.,FINANCIAL MARKETS ACADEMY PTY LTD is a registered business in Australia.,,,,,,,2024,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01241,COMP_01240,,FINANCIAL MARKETS CONSULTING PTY LIMITED,,financial-markets-consulting-pty-limited,54077504048,,,,,FINANCIAL MARKETS CONSULTING PTY LIMITED is a registered business in Australia with ABN: 54077504048.,FINANCIAL MARKETS CONSULTING PTY LIMITED is a registered business in Australia.,,,,,,,2000,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01242,COMP_01241,,FIRST CAPITAL MARKETS PTY LIMITED,,first-capital-markets-pty-limited,80121737497,,,,,FIRST CAPITAL MARKETS PTY LIMITED is a registered business in Australia with ABN: 80121737497.,FIRST CAPITAL MARKETS PTY LIMITED is a registered business in Australia.,,,,,,,2006,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01243,COMP_01242,,FIRST MARKETS ASSET MANAGEMENT PTY LTD,,first-markets-asset-management-pty-ltd,64165752858,,,,,FIRST MARKETS ASSET MANAGEMENT PTY LTD is a registered business in Australia with ABN: 64165752858.,FIRST MARKETS ASSET MANAGEMENT PTY LTD is a registered business in Australia.,,,,,,,2013,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01244,COMP_01243,,GLOBAL FINANCIAL MARKETS PTY LTD,,global-financial-markets-pty-ltd,38163913540,,,,,GLOBAL FINANCIAL MARKETS PTY LTD is a registered business in Australia with ABN: 38163913540.,GLOBAL FINANCIAL MARKETS PTY LTD is a registered business in Australia.,,,,,,,2013,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01245,COMP_01244,,GLOBAL MARKETS ANALYSIS PTY LIMITED,,global-markets-analysis-pty-limited,54666200719,,,,,GLOBAL MARKETS ANALYSIS PTY LIMITED is a registered business in Australia with ABN: 54666200719.,GLOBAL MARKETS ANALYSIS PTY LIMITED is a registered business in Australia.,,,,,,,2023,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01246,COMP_01245,,INTERNATIONAL CAPITAL MARKETS PTY. LTD.,,international-capital-markets-pty-ltd,12123289109,,,,,INTERNATIONAL CAPITAL MARKETS PTY. LTD. is a registered business in Australia with ABN: 12123289109.,INTERNATIONAL CAPITAL MARKETS PTY. LTD. is a registered business in Australia.,,,,,,,2007,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01247,COMP_01246,,INVESTMENT MARKETS (AUST) PTY LTD,,investment-markets-aust-pty-ltd,87634057248,,,,,INVESTMENT MARKETS (AUST) PTY LTD is a registered business in Australia with ABN: 87634057248.,INVESTMENT MARKETS (AUST) PTY LTD is a registered business in Australia.,,,,,,,2019,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01248,COMP_01247,,INVESTMENT MARKETS HOLDINGS PTY LTD,,investment-markets-holdings-pty-ltd,33634040752,,,,,INVESTMENT MARKETS HOLDINGS PTY LTD is a registered business in Australia with ABN: 33634040752.,INVESTMENT MARKETS HOLDINGS PTY LTD is a registered business in Australia.,,,,,,,2019,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01249,COMP_01248,,CAPITAL MARKETS ELITE GROUP PTY LTD,,capital-markets-elite-group-pty-ltd,49654768448,,,,,CAPITAL MARKETS ELITE GROUP PTY LTD is a registered business in Australia with ABN: 49654768448.,CAPITAL MARKETS ELITE GROUP PTY LTD is a registered business in Australia.,,,,,,,2021,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01250,COMP_01249,,CAPITAL MARKETS GROUP (AUSTRALIA) PTY LIMITED,,capital-markets-group-australia-pty-limited,23115727878,,,,,CAPITAL MARKETS GROUP (AUSTRALIA) PTY LIMITED is a registered business in Australia with ABN: 23115727878.,CAPITAL MARKETS GROUP (AUSTRALIA) PTY LIMITED is a registered business in Australia.,,,,,,,2005,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01251,COMP_01250,,FINANCIAL MARKETS INSTITUTE OF AUSTRALIA PTY LTD,,financial-markets-institute-of-australia-pty-ltd,53644350149,,,,,FINANCIAL MARKETS INSTITUTE OF AUSTRALIA PTY LTD is a registered business in Australia with ABN: 53644350149.,FINANCIAL MARKETS INSTITUTE OF AUSTRALIA PTY LTD is a registered business in Australia.,,,,,,,2020,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01252,COMP_01251,,FIRST MARKETS CAPITAL GROUP PTY LTD,,first-markets-capital-group-pty-ltd,68165752876,,,,,FIRST MARKETS CAPITAL GROUP PTY LTD is a registered business in Australia with ABN: 68165752876.,FIRST MARKETS CAPITAL GROUP PTY LTD is a registered business in Australia.,,,,,,,2013,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01253,COMP_01252,,TECH HOLDINGS PTY LTD,,tech-holdings-pty-ltd,20626031856,,,,,TECH HOLDINGS PTY LTD is a registered business in Australia with ABN: 20626031856.,TECH HOLDINGS PTY LTD is a registered business in Australia.,,,,,,,2018,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01254,COMP_01253,,MISTER TECH PTY LTD,,mister-tech-pty-ltd,11642351264,,,,,MISTER TECH PTY LTD is a registered business in Australia with ABN: 11642351264.,MISTER TECH PTY LTD is a registered business in Australia.,,,,,,,2020,,,English,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01255,COMP_01254,,,,,,,,,,,,,,,,,,,,,,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01256,COMP_01255,,,,-2,,,,,,,,,,,,,,,,,,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01257,COMP_01256,,,,-3,,,,,,,,,,,,,,,,,,false,2025-07-11T02:09:12.000Z,2025-07-11T02:09:12.000Z
COMP_01258,COMP_01257,,,,-4,,,,,,,,,,,,,,,,,,false,2025-07-11T02:09:12.000Z,2025-07-11T02:09:12.000Z
COMP_01259,COMP_01258,,,,-5,,,,,,,,,,,,,,,,,,false,2025-07-11T02:09:12.000Z,2025-07-11T02:09:12.000Z
COMP_01260,COMP_01259,,,,-6,,,,,,,,,,,,,,,,,,false,2025-07-11T02:09:12.000Z,2025-07-11T02:09:12.000Z
COMP_01261,COMP_01260,,,,-7,,,,,,,,,,,,,,,,,,false,2025-07-11T02:09:12.000Z,2025-07-11T02:09:12.000Z
